Gene_ID,Gene_symbol,Gene_name,Gene_aliases,Chromosome,HomoloGene ID
54901,CDKAL1,CDK5 regulatory subunit associated protein 1-like 1,,6,9830
1026,CDKN1A,"cyclin-dependent kinase inhibitor 1A (p21, Cip1)","P21, CIP1, SDI1, WAF1, CAP20, CDKN1, MDA-6, p21CIP",6,333
1116,CHI3L1,chitinase 3-like 1 (cartilage glycoprotein-39),"GP39, ASRT7, GP-39, YKL40, CGP-39, YKL-40, YYL-40,",1,55569
1118,CHIT1,"CHI3,CHIT,CHITD",chitinase 1,1,68318
1124,CHN2,chimerin 2,"BCH,  CHN2-3,  ARHGAP3,  RHOGAP3",7,31213
56994,CHPT1,choline phosphotransferase 1,"CPT, CPT1",12,69297
1154,CISH,cytokine inducible SH2-containing protein,"CIS, G18, SOCS, CIS-1, BACTS2",3,7667
1184,CLCN5,"chloride channel, voltage-sensitive 5","XRN, CLC5, XLRH, CLCK2, ClC-5, DENTS, NPHL1, NPHL2",X,73872
6320,CLEC11A,"C-type lectin domain family 11, member A","P47, SCGF, LSLCL, CLECSF3",19,2236
1215,CMA1,"chymase 1, mast cell","CYH,  MCT1,  chymase",14,55606
100272147,CMC4,C-x(9)-C motif containing 4,"p8, C6.1B, MTCP1, MTCP1B, MTCP1NB, p8MTCP1",X,106257
84735,CNDP1,carnosine dipeptidase 1 (metallopeptidase M20 family),"CN1, CPGL2, HsT2308",18,57178
55748,CNDP2,CNDP dipeptidase 2 (metallopeptidase M20 family),"CN2, CPGL, PEPA, HsT2298, HEL-S-13",18,10085
1268,CNR1,canbinoid receptor 1 (brain),"CB1,  CNR,  CB-R,  CB1A,  CB1R,  CANN6,  CB1K5",6,7273
1269,CNR2,cannabinoid receptor 2 (macrophage),"CB2, CX5, CB-2",1,1389
1295,COL8A1,"collagen, type VIII, alpha 1",C3orf7,3,22423
1296,COL8A2,"collagen, type VIII, alpha 2","FECD, PPCD, FECD1, PPCD2",1,55879
54504,CPVL,"carboxypeptidase, vitellogenic-like",HVLP,7,80235
1398,CRK,v-crk avian sarcoma virus CT10 oncogene homolog,"p38, CRKII",17,81850
1401,CRP,"C-reactive protein, pentraxin-related",PTX1,1,128039
1470,CST2, cystatin SA ,NA,20,88653
1471,CST3,cystatin C,"ARMD11, HEL-S-2",20,78
1490,CTGF,connective tissue growth factor,"CCN2, NOV2, HCS24, IGFBP8",6,1431
8029,CUBN,"IFCR,MGA1,gp280",cubilin,10,37434
6376,CX3CL1,chemokine (C-X3-C motif) ligand 1,"NTN,  NTT,  CXC3,  CXC3C,  SCYD1,  ABCD-3,  C3Xkin",16,2251
1524,CX3CR1,chemokine (C-X3-C motif) receptor 1,"V28, CCRL1, GPR13, CMKDR1, GPRV28, CMKBRL1",3,20350
3627,CXCL10,chemokine (C-X-C motif) ligand 10,"C7, IFI10, INP10, IP-10, crg-2, mob-1, SCYB10, gIP",4,1203
6373,CXCL11,chemokine (C-X-C motif) ligand 11,"IP9, H174, IP-9, b-R1, I-TAC, SCYB11, SCYB9B",4,3944
6387,CXCL12,chemokine (C-X-C motif) ligand 12,"IRH,  PBSF,  SDF1,  TLSF,  TPAR1,  SCYB12",10,128606
58191,CXCL16,chemokine (C-X-C motif) ligand 16,"SRPSOX,  CXCLG16,  SR-PSOX",17,49694
6374,CXCL5,chemokine (C-X-C motif) ligand 5,"SCYB5, ENA-78",4,88672
3576,CXCL8,chemokine (C-X-C motif) ligand 8,"IL8,  F,  GCP1,  LECT,  LUCT,  P1,  GCP-1,  LYP,  ",4,47937
4283,CXCL9,chemokine (C-X-C motif) ligand 9,"CMK, MIG, Humig, SCYB9, crg-10",4,1813
1535,CYBA,"cytochrome b-245, alpha polypeptide",p22-PHOX,16,80
1591,CYP24A1,"cytochrome P450, family 24, subfamily A, polypeptide 1","CP24, HCAI, CYP24, P450-CC24",20,68094
1573,CYP2J2,"cytochrome P450, family 2, subfamily J, polypeptide 2",CPJ2,1,68091
1634,DCN,decorin,"CSCD, PG40, PGII, PGS2, DSPG2, SLRR1B",12,22430
51181,DCXR,dicarbonyl/L-xylulose reductase,"XR, DCR, HCR2, P34H, HCRII, KIDCR, PNTSU, SDR20C1",17,22964
23576,DDAH1,dimethylarginine dimethylaminohydrolase 1,"DDAH, HEL-S-16",1,8120
1649,DDIT3,DNA-damage-inducible transcript 3,"CHOP, CEBPZ, CHOP10, CHOP-10, GADD153",12,3012
1667,DEFA1,"defensin, alpha 1","HP1, MRS, DEF1, HP-1, DEFA2, HNP-1",8,128756
1674,DES,desmin,"CSM1, CSM2, LGMD2R",2,56469
160851,DGKH,"diacylglycerol kinase, eta",DGKeta,13,99373
22943,DKK1,dickkopf WNT signaling pathway inhibitor 1,"SK, DKK-1",10,7689
1786,DNMT1,DNA (cytosine-5-)-methyltransferase 1,"AIM, DNMT, MCMT, CXXC9, HSN1E, ADCADN",19,124071
1803,DPP4,dipeptidyl-peptidase 4,"CD26, ADABP, ADCP2, DPPIV, TP103",2,3279
92126,DSEL,dermatan sulfate epimerase-like,C18orf4,18,12964
64641,EBF2,early B-cell factor 2,"COE2, OE-3, EBF-2, O/E-3",8,56471
1906,EDN1,endothelin 1,"ET1, QME, PPET1, ARCND3, HDLCQ7",6,1476
1909,EDNRA,endothelin receptor type A,"ETA, ET-A, ETAR, ETRA, MFDA, ETA-R, hET-AR",4,1478
1950,EGF,epidermal growth factor,"URG, HOMG4",4,1483
1956,EGFR,epidermal growth factor receptor,"ERBB, HER1, mENA, ERBB1, PIG61, NISBD2",7,74545
9451,EIF2AK3,eukaryotic translation initiation factor 2-alpha kinase 3,"PEK, WRS, PERK",2,3557
1978,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1,"BP-1, 4EBP1, 4E-BP1, PHAS-I",8,3021
9844,ELMO1,engulfment and cell motility 1,"CED12,  CED-12,  ELMO-1",7,56685
2022,ENG,endoglin,"END,  HHT1,  ORW1",9,92
5167,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1,"M6S1,  NPP1,  NPPS,  PC-1,  PCA1,  ARHR2,  COLED, ",6,38151
953,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,"CD39, SPG64, ATPDase, NTPDase-1",10,20423
2056,EPO,erythropoietin,"EP, MVCD2",7,624
2057,EPOR,erythropoietin receptor,EPO-R,19,95
2066,ERBB4,erb-b2 receptor tyrosine kinase 4,"HER4, ALS19, p180erbB4",2,21084
2067,ERCC1,excision repair cross-complementation group 1,"UV20, COFS4, RAD10",19,1501
2072,ERCC4,excision repair cross-complementation group 4,"XPF, RAD1, FANCQ, ERCC11",16,3836
54206,ERRFI1,ERBB receptor feedback inhibitor 1,"MIG6, RALT, MIG-6, GENE-33",1,10344
90952,ESAM,endothelial cell adhesion molecule,W117m,11,12316
2099,ESR1,estrogen receptor 1,"ER,  ESR,  Era,  ESRA,  ESTRR,  NR3A1",6,47906
23016,EXOSC7,exosome component 7,"p8, EAP1, RRP42, Rrp42p, hRrp42p",3,8994
7430,EZR,ezrin,"CVL, CVIL, VIL2, HEL-S-105",6,55740
2160,F11,coagulation factor XI,FXI,4,86654
2149,F2R,coagulation factor II (thrombin) receptor,"TR, HTR, CF2R, PAR1, PAR-1",5,1510
2168,FABP1,"fatty acid binding protein 1, liver","FABPL, L-FABP",2,1106
2169,FABP2,fatty acid binding protein 2,"FABPI, I-FABP",4,107
2167,FABP4,fatty acid binding protein 4  adipocyte,"aP2,  ALBP,  AFABP,  A-FABP,  HEL-S-104",8,36067
2194,FASN,fatty acid synthase,"FAS, OA-519, SDR27X1",17,55800
26291,FGF21,fibroblast growth factor 21,NONE,19,10428
8074,FGF23,fibroblast growth factor 23,"ADHR, FGFN, HYPF, HPDR2, PHPTC",12,10771
64122,FN3K,fructosamine 3 kinase,NONE,17,23336
252995,FNDC5,fibronectin type III domain containing 5,"FRCP2, irisin",1,17812
2353,FOS,FBJ murine osteosarcoma viral oncogene homolog,"p55, AP-1, C-FOS",14,3844
2308,FOXO1,forkhead box O1,"FKH1, FKHR, FOXO1A",13,1527
4303,FOXO4,forkhead box O4,"AFX, AFX1, MLLT7",X,4342
257019,FRMD3,FERM domain containing 3,"4.1O,  P410,  EPB41LO,  EPB41L4O",9,16012
79068,FTO,fat mass and obesity associated,ALKBH9,16,8053
2539,G6PD,glucose-6-phosphate dehydrogenase,G6PD1,X,37906
2619,GAS1,growth arrest-specific 1,,9,1548
2621,GAS6,growth arrest specific 6,"AXSF, AXLLG",13,638
2641,GCG,"GLP1,GLP2,GRPP",glucagon,2,136497
2645,GCK,glucokinase (hexokinase 4),"GK, GLK, HK4, HHF3, HKIV, HXKP, LGLK, MODY2, FGQTL",7,55440
9518,GDF15,growth differentiation factor 15,"PDF, MIC1, PLAB, MIC-1, NAG-1, PTGFB, GDF-15",19,3576
2673,GFPT1,glutamine--fructose-6-phosphate transaminase 1,"GFA, GFAT, GFPT, MSLG, CMS12, GFAT1, CMSTA1, GFAT,",2,68220
9945,GFPT2,glutamine-fructose-6-phosphate transaminase 2,GFAT2,5,68439
2678,GGT1,gamma-glutamyltransferase 1,"GGT, GTG, CD224, GGT, 1, D22S672, D22S732",22,68450
728441,GGT2,gamma-glutamyltransferase 2,"GGT, GGT, 2",22,68450
2690,GHR,growth hormone receptor,"GHBP, GHIP",5,134
51738,GHRL,ghrelin/obestatin prepropeptide,MTLRP,3,139965
2693,GHSR,growth hormone secretagogue receptor,GHDP,3,57161
2739,GLO1,glyoxalase I,"GLYI, GLOD1, HEL-S-74",6,4880
2784,GNB3,"guanine nucleotide binding protein (G protein), beta polypeptide 3",,12,55628
2262,GPC5,glypican 5,,13,3285
26585,GREM1,"gremlin 1, DAN family BMP antagonist","DRM, HMPS, MPSH, PIG2, CRAC1, CRCS4, DAND2, HMPS1,",15,8022
2944,GSTM1,glutathione S-transferase mu 1,"MU, H-B, GST1, GTH4, GTM1, MU-1, GSTM1-1, GSTM1a-1",1,8022
2950,GSTP1,glutathione S-transferase pi 1,PI DFN7 GST3 GSTP FAEES3 HEL-S-22,11,"660
"
2952,GSTT1,glutathione S-transferase theta 1,,22,NA
9759,HDAC4,histone deacetylase 4,"HD4, AHO3, BDMR, HDACA, HA6116, HDAC-4, HDAC-A",2,55946
3077,HFE,hemochromatosis,"HH,  HFE1,  HLA-H,  MVCD7,  TFQTL2",6,88330
3082,HGF,hepatocyte growth factor (hepapoietin A; scatter factor),"SF, HGFB, HPTA, F-TCF, DFNB39",7,503
3087,HHEX,hematopoietically expressed homeobox,"HEX,  PRH,  HMPH,  PRHX,  HOX11L-PEN",10,31110
3091,HIF1A,"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)","HIF1,MOP1,PASD8,HIF-1A,bHLHe78,
HIF-1alpha,HIF1-A",14,1171
3105,HLA-A,"major histocompatibility complex, class I, A",HLAA,6,128352
3117,HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1","CD, GSE, DQ-A1, CELIAC1, HLA-DQA",6,123820
83872,HMCN1,hemicentin 1,"ARMD1, FBLN6, FIBL6, FIBL-6",1,23741
8091,HMGA2,high mobility group AT-hook 2,"BABL, LIPO, HMGIC, HMGI-C, STQTL9",12,136767
3146,HMGB1,high mobility group box 1,"HMG1, HMG3, HMG-1, SBP-1",13,110676
3158,HMGCS2,3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial),,1,38066
3162,HMOX1,heme oxygenase 1,"HO-1,  HSP32,  HMOX1D,  bK286B10",22,31075
6927,HNF1A,HNF1 homeobox A,"HNF1, LFB1, TCF1, MODY3, TCF-1, HNF-1A, IDDM20",12,459
3240,HP,haptoglobin,"BP, HPA1S, HP2ALPHA2",16,121756
10855,HPSE,heparanase,"HPA, HPA1, HPR1, HSE1, HPSE1",4,68528
3303,HSPA1A,heat shock 70kDa protein 1A,"HSP72, HSPA1, HSP70I, HSP70-1, HSP70.1, HSP70-1A, ",6,74294
3304,HSPA1B,heat shock 70kDa protein 1B,"HSP70-2, HSP70.2, HSP70-1B",6,74294
3315,HSPB1,heat shock 27kDa protein 1,"CMT2F,  HMN2B,  HSP27,  HSP28,  Hsp25,  SRP27,  HS",7,1180
3339,HSPG2,heparan sulfate proteoglycan 2,"PLC, SJA, SJS, HSPG, SJS1, PRCAN",1,68473
3356,HTR2A,"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled","HTR2, 5-HT2A",13,68473
10525,HYOU1,hypoxia up-regulated 1,"Grp170, HSP12A, ORP150, GRP-170, ORP-150",11,4658
3383,ICAM1,intercellular adhesion molecule 1,"BB2,  CD54,  P3.58",19,168
3397,ID1,"inhibitor of DNA binding 1, dominant negative helix-loop-helix protein","ID, bHLHb24",20,168
3458,IFNG,"interferon, gamma","IFG, IFI",12,1631
3479,IGF1,insulin-like growth factor 1 (somatomedin C),"MGF, IGFI, IGF-I",12,55526
3480,IGF1R,insulin like growth factor 1 receptor,"IGFR, CD221, IGFIR, JTK13",15,30997
3481,IGF2,insulin-like growth factor 2 (somatomedin A),"IGF-II,  PP9974,  C11orf43",11,510
3484,IGFBP1,insulin like growth factor binding protein 1,"AFBP, IBP1, PP12, IGF-BP25, hIGFBP-1",7,498
3486,IGFBP3,insulin-like growth factor binding protein 3,"IBP3, BP-53",7,510
3490,IGFBP7,"AGM,PSF,TAF,FSTL2,IBP-7,MAC25,IGFBP-7,RAMSVPS,IGFBP-7v,IGFBPRP1",insulin like growth factor binding protein 7,4,1193
3586,IL10,interleukin 10,"CSIF, TGIF, GVHDS, IL-10, IL10A",1,478
3605,IL17A,interleukin 17A,"IL17, CTLA8, IL-17, CTLA-8, IL-17A",6,1651
3606,IL18,interleukin 18,"IGIF, IL-18, IL-1g, IL1F4",11,1200
3553,IL1B,interleukin 1 beta,"IL-1, IL1F2, IL1-BETA",2,481
3557,IL1RN,interleukin 1 receptor antagonist,"DIRA,  IRAP,  IL1F3,  IL1RA,  MVCD4,  IL-1RN,  IL-",2,11163
3569,IL6,interleukin 6,"HGF, HSF, BSF2, IL-6, IFNB2",7,502
3611,ILK,integrin-linked kinase,"P59, ILK-1, ILK-2, p59ILK, HEL-S-28",11,3318
8660,IRS2,insulin receptor substrate 2,IRS-2,13,2778
3684,ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)","CR3A, MO1A, CD11B, MAC-1, MAC1A, SLEB6",16,526
3717,JAK2,Janus kinase 2,"JTK10, THCYT3",9,21033
221895,JAZF1,JAZF zinc finger 1,"TIP27,  ZNF802",7,18291
3784,KCNQ1,"potassium channel, voltage gated KQT-like subfamily Q, member 1","LQT, RWS, WRS, LQT1, SQT2, ATFB1, ATFB3, JLNS1, KC",11,85014
9365,KL,klotho,,13,68415
7071,KLF10,Kruppel-like factor 10,"EGRA, TIEG, TIEG1, EGR-alpha",8,4135
1316,KLF6,Kruppel-like factor 6,"GBF,  ZF9,  BCD1,  CBA1,  CPBP,  PAC1,  ST12,  COP",10,996
58508,KMT2C,lysine methyltransferase 2C,"HALR, MLL3",7,46480
3915,LAMC1,laminin subunit gamma 1,LAMB2,1,1724
51056,LAP3,leucine aminopeptidase 3,"LAP, PEPS, LAPEP, HEL-S-106",4,41072
3934,LCN2,lipocalin 2,"p25, 24p3, MSFI, NGAL",9,4064
3952,LEP,leptin,"OB, OBS, LEPD",7,193
3985,LIMK2,LIM domain kinase 2,,22,55911
4000,LMNA,lamin A/C,"FPL, IDC, LFP, CDDC, EMD2, FPLD, HGPS, LDP1, LMN1,",1,41321
4023,LPL,lipoprotein lipase,"LIPD,  HDLCQ11",8,200
4036,LRP2,"DBS,GP330",LDL receptor related protein 2,2,20952
4049,LTA,lymphotoxin alpha,"LT, TNFB, TNFSF1",6,497
10459,MAD2L2,MAD2 mitotic arrest deficient-like 2 (yeast),"REV7, MAD2B, POLZ2",1,4624
10892,MALT1,MALT1 paracaspase,"MLT, MLT1, IMD12, PCASP1",18,4938
4217,MAP3K5,mitogen-activated protein kinase kinase kinase 5,"ASK1, MEKK5, MAPKKK5",6,38114
5594,MAPK1,mitogen-activated protein kinase 1,"ERK, p38, p40, p41, ERK2, ERT1, ERK-2, MAPK2, PRKM",22,37670
1432,MAPK14,mitogen-activated protein kinase 14,"RK, p38, CSBP, EXIP, Mxi2, CSBP1, CSBP2, CSPB1, PR",6,31777
4153,MBL2,"mannose-binding lectin (protein C) 2, soluble","MBL, MBP, MBP1, MBPD, MBL2D, MBP-C, COLEC1, HSMBPC",10,110436
4160,MC4R,melanocortin 4 receptor,,18,4320
4162,MCAM,melanoma cell adhesion molecule,"CD146, MUC18",11,4742
4225,MEP1B,"meprin A, beta",,18,48382
4282,MIF,macrophage migration inhibitory factor (glycosylation-inhibiting factor),"GIF,  GLIF,  MMIF",22,55655
55586,MIOX,myo-inositol oxygenase,ALDRL6,22,9732
4323,MMP14,matrix metallopeptidase 14 (membrane-inserted),"MMP-14, MMP-X1, MT-MMP, MT1MMP, MTMMP1, WNCHRS, MT",14,21040
4325,MMP16,matrix metallopeptidase 16 (membrane-inserted),"MMP-X2, C8orf57, MT-MMP2, MT-MMP3, MT3-MMP",8,55939
4313,MMP2,"matrix metallopeptidase 2 (gelatise A, 72kDa gelatise, 72kDa type IV collagese)","CLG4,  MO,  CLG4A,  TBE-1,  MMP-II",16,3329
9518,MMP24,MMP25 MMP-24 MT5MMP MTMMP5 MT-MMP5 MT5-MMP MT-MMP 5,,20,21331
4318,MMP9,matrix metallopeptidase 9 (gelatise B  92kDa gelatise  92kDa type IV collagese),"GELB,  CLG4B,  MMP-9,  MANDP2",20,3659
2837,MOK,MOK protein kinase,"RAGE, RAGE1, STK30, RAGE-1",14,8062
4353,MPO,myeloperoxidase,,17,55450
4524,MTHFR,methylenetetrahydrofolate reductase (D(P)H),,1,4349
2475,MTOR,mechanistic target of rapamycin (serine/threonine kinase),"FRAP, FRAP1, FRAP2, RAFT1, RAPT1",1,3637
4615,MYD88,MYD88D,myeloid differentiation primary response 88,3,1849
4627,MYH9,"myosin, heavy chain 9, non-muscle","MHA, FTNS, EPSTS, BDPLT6, DFNA17, NMMHCA, NMHC-II-",22,129835
83988,NCALD,neurocalcin delta,,8,49978
653361,NCF1,"nuclear factor, erythroid 2","p45, NF-E2",12,4491
4688,NCF2,"nuclear factor, erythroid 2-like 2","NRF2, HEBP1",2,2412
4722,NDUFS3,"nuclear factor, erythroid 2","p45, NF-E2",12,4491
23327,NEDD4L,"nuclear factor, erythroid 2-like 2","NRF2, HEBP1",2,2412
4778,NFE2,"nuclear factor, erythroid 2","p45, NF-E2",12,4491
4780,NFE2L2,"nuclear factor, erythroid 2-like 2","NRF2, HEBP1",2,2412
4790,NFKB1,nuclear factor kappa B subunit 1,p50 KBF1 p105 EBP-1 CVID12 NF-kB1 NFKB-p50 NFkappa,4,2971
4792,NFKBIA,NFKB inhibitor alpha,"IKBA, MAD-3, NFKBI",14,7863
4803,NGF,nerve growth factor (beta polypeptide),"NGFB,  HSAN5,  Beta-NGF",1,1876
114548,NLRP3,"NLR family, pyrin domain containing 3","AII, AVP, FCU, MWS, FCAS, CIAS1, FCAS1, NALP3, C1o",1,3600
64127,NOD2,nucleotide-binding oligomerization domain containing 2,"CD, ACUG, BLAU, IBD1, NLRC2, NOD2B, CARD15, CLR16.",16,11156
4842,NOS1,nitric oxide synthase 1 (neuronal),"NOS, bNOS, nNOS, IHPS1, N-NOS, NC-NOS",12,37327
4843,NOS2,nitric oxide synthase 2,"NOS, INOS, NOS2A, HEP-NOS",17,55473
4846,NOS3,nitric oxide synthase 3 (endothelial cell),"eNOS, ECNOS",7,504
4856,NOV,nephroblastoma overexpressed,"CCN3, NOVh, IBP-9, IGFBP9, IGFBP-9",8,1884
27035,NOX1,DPH oxidase 1,"MOX1,  NOH1,  NOH-1,  GP91-2",X,48495
50508,NOX3,DPH oxidase 3,"MOX-2,  GP91-3",6,49435
50507,NOX4,NADPH oxidase 4,"KOX, KOX-1, RENOX",11,41065
4868,NPHS1,"nephrosis 1, congenital, Finnish type (nephrin)","CNF,  NPHN,  nephrin",19,20974
4852,NPY,neuropeptide Y,PYY4,7,697
